idTransaction,dateTransaction,montantTransaction,etat,idBeneficiaire,idFournisseur
"5778","2026-01-13 11:33:41","7","1","1935","1562"
"5779","2026-01-13 11:33:41","8","1","685","735"
"5780","2026-01-13 11:33:41","9","0","1326","2248"
"5781","2026-01-13 11:33:41","7","1","2661","1309"
"5782","2026-01-13 11:33:41","7","1","2010","103"
"5783","2026-01-13 11:33:41","2","1","417","2431"
"5784","2026-01-13 11:33:41","10","0","112","2194"
"5785","2026-01-13 11:33:41","2","0","1037","2086"
"5786","2026-01-13 11:33:41","10","1","3078","1033"
"5787","2026-01-13 11:33:41","8","1","1670","2004"
"5788","2026-01-13 11:33:41","6","0","115","158"
"5789","2026-01-13 11:33:41","4","1","736","1771"
"5790","2026-01-13 11:33:41","6","1","3039","1401"
"5791","2026-01-13 11:33:41","4","1","2569","436"
"5792","2026-01-13 11:33:41","6","0","1797","2525"
"5793","2026-01-13 11:33:41","6","0","1335","846"
"5794","2026-01-13 11:33:41","5","0","2222","2043"
"5795","2026-01-13 11:33:41","8","1","762","2299"
"5796","2026-01-13 11:33:41","9","0","1395","2897"
"5797","2026-01-13 11:33:41","5","1","3162","703"
"5798","2026-01-13 11:33:41","6","1","1426","3021"
"5799","2026-01-13 11:33:41","7","0","2878","2508"
"5800","2026-01-13 11:33:41","3","1","1651","2231"
"5801","2026-01-13 11:33:41","4","1","3018","2111"
"5802","2026-01-13 11:33:41","3","1","1391","82"
"5803","2026-01-13 11:33:41","6","0","2636","373"
"5804","2026-01-13 11:33:41","7","1","1402","1051"
"5805","2026-01-13 11:33:41","9","1","600","90"
"5806","2026-01-13 11:33:41","6","1","2218","2196"
"5807","2026-01-13 11:33:41","7","0","2227","2677"
"5808","2026-01-13 11:33:41","5","1","672","223"
"5809","2026-01-13 11:33:41","4","1","91","2695"
"5810","2026-01-13 11:33:41","4","1","6","2930"
"5811","2026-01-13 11:33:41","9","1","1316","116"
"5812","2026-01-13 11:33:41","7","1","775","2143"
"5813","2026-01-13 11:33:41","5","0","2407","2158"
"5814","2026-01-13 11:33:41","4","1","2786","3168"
"5815","2026-01-13 11:33:41","2","1","452","1850"
"5816","2026-01-13 11:33:41","5","1","2561","1061"
"5817","2026-01-13 11:33:41","1","1","1779","773"
"5818","2026-01-13 11:33:41","7","1","2703","2541"
"5819","2026-01-13 11:33:41","8","1","3012","2313"
"5820","2026-01-13 11:33:41","4","1","921","834"
"5821","2026-01-13 11:33:41","3","0","1749","1830"
"5822","2026-01-13 11:33:41","9","1","1736","3280"
"5823","2026-01-13 11:33:41","9","0","392","241"
"5824","2026-01-13 11:33:41","8","1","321","28"
"5825","2026-01-13 11:33:41","2","1","1514","139"
"5826","2026-01-13 11:33:41","5","1","3233","1821"
"5827","2026-01-13 11:33:41","4","1","2963","106"
"5828","2026-01-13 11:33:41","1","1","1165","2172"
"5829","2026-01-13 11:33:41","5","0","2794","3034"
"5830","2026-01-13 11:33:41","4","1","539","1481"
"5831","2026-01-13 11:33:41","5","1","1811","2215"
"5832","2026-01-13 11:33:41","3","1","842","2886"
"5833","2026-01-13 11:33:41","5","1","1909","306"
"5834","2026-01-13 11:33:41","8","1","3052","988"
"5835","2026-01-13 11:33:41","5","1","2353","615"
"5836","2026-01-13 11:33:41","9","1","3078","718"
"5837","2026-01-13 11:33:41","5","0","1719","3055"
"5838","2026-01-13 11:33:41","3","1","126","3003"
"5839","2026-01-13 11:33:41","9","1","382","2658"
"5840","2026-01-13 11:33:42","1","1","650","1667"
"5841","2026-01-13 11:33:42","4","1","2077","2981"
"5842","2026-01-13 11:33:42","7","1","2827","822"
"5843","2026-01-13 11:33:42","1","0","1446","233"
"5844","2026-01-13 11:33:42","9","1","73","27"
"5845","2026-01-13 11:33:42","9","0","1046","90"
"5846","2026-01-13 11:33:42","7","1","2851","2048"
"5847","2026-01-13 11:33:42","10","1","3064","1776"
"5848","2026-01-13 11:33:42","8","1","3174","3193"
"5849","2026-01-13 11:33:42","7","1","524","1371"
"5850","2026-01-13 11:33:42","4","0","2354","1513"
"5851","2026-01-13 11:33:42","3","1","1690","1198"
"5852","2026-01-13 11:33:42","10","1","2237","1525"
"5853","2026-01-13 11:33:42","5","1","492","2524"
"5854","2026-01-13 11:33:42","10","1","682","2270"
"5855","2026-01-13 11:33:42","2","1","604","580"
"5856","2026-01-13 11:33:42","1","1","1864","1580"
"5857","2026-01-13 11:33:42","5","1","387","1548"
"5858","2026-01-13 11:33:42","1","0","1567","3049"
"5859","2026-01-13 11:33:42","9","0","2898","440"
"5860","2026-01-13 11:33:42","3","1","492","524"
"5861","2026-01-13 11:33:42","7","1","577","485"
"5862","2026-01-13 11:33:42","6","1","1314","532"
"5863","2026-01-13 11:33:42","6","1","493","3140"
"5864","2026-01-13 11:33:42","8","1","2426","409"
"5865","2026-01-13 11:33:42","9","1","2048","2434"
"5866","2026-01-13 11:33:42","5","1","2714","1764"
"5867","2026-01-13 11:33:42","7","1","1707","962"
"5868","2026-01-13 11:33:42","1","1","2078","370"
"5869","2026-01-13 11:33:42","4","0","1264","2126"
"5870","2026-01-13 11:33:42","6","0","1864","2562"
"5871","2026-01-13 11:33:42","7","1","352","3222"
"5872","2026-01-13 11:33:42","7","1","2905","1013"
"5873","2026-01-13 11:33:42","2","1","1139","2919"
"5874","2026-01-13 11:33:42","2","1","2075","2349"
"5875","2026-01-13 11:33:42","8","0","2822","2485"
"5876","2026-01-13 11:33:42","3","1","3139","2020"
"5877","2026-01-13 11:33:42","6","1","1373","1478"
"5878","2026-01-13 11:33:42","5","1","3100","3090"
"5879","2026-01-13 11:33:42","1","1","2255","187"
"5880","2026-01-13 11:33:42","10","1","2268","472"
"5881","2026-01-13 11:33:42","2","0","1789","3206"
"5882","2026-01-13 11:33:42","1","1","3166","1405"
"5883","2026-01-13 11:33:42","5","1","1158","2215"
"5884","2026-01-13 11:33:42","7","1","690","2683"
"5885","2026-01-13 11:33:42","8","1","2730","920"
"5886","2026-01-13 11:33:42","6","1","501","1337"
"5887","2026-01-13 11:33:42","10","1","614","707"
"5888","2026-01-13 11:33:42","3","0","3290","761"
"5889","2026-01-13 11:33:42","6","1","1865","451"
"5890","2026-01-13 11:33:42","8","1","3100","2983"
"5891","2026-01-13 11:33:42","10","1","2130","3262"
"5892","2026-01-13 11:33:42","2","1","2693","654"
"5893","2026-01-13 11:33:42","4","1","1029","3186"
"5894","2026-01-13 11:33:42","3","1","1420","3129"
"5895","2026-01-13 11:33:42","10","1","181","1639"
"5896","2026-01-13 11:33:42","8","1","377","1889"
"5897","2026-01-13 11:33:42","7","1","1248","1859"
"5898","2026-01-13 11:33:42","10","0","877","1201"
"5899","2026-01-13 11:33:42","10","0","2860","1180"
"5900","2026-01-13 11:33:42","7","1","9","861"
"5901","2026-01-13 11:33:42","6","1","1190","2869"
"5902","2026-01-13 11:33:42","7","1","661","848"
"5903","2026-01-13 11:33:42","5","0","222","1582"
"5904","2026-01-13 11:33:42","8","1","2314","475"
"5905","2026-01-13 11:33:42","1","0","2413","1502"
"5906","2026-01-13 11:33:42","7","1","75","3178"
"5907","2026-01-13 11:33:42","8","1","269","1655"
"5908","2026-01-13 11:33:42","3","1","2777","112"
"5909","2026-01-13 11:33:42","2","1","668","928"
"5910","2026-01-13 11:33:42","7","0","756","2579"
"5911","2026-01-13 11:33:42","10","1","1744","2546"
"5912","2026-01-13 11:33:42","1","1","152","1167"
"5913","2026-01-13 11:33:42","4","1","786","445"
"5914","2026-01-13 11:33:42","2","1","364","1178"
"5915","2026-01-13 11:33:42","5","1","1166","1164"
"5916","2026-01-13 11:33:42","10","1","306","499"
"5917","2026-01-13 11:33:42","7","1","488","3311"
"5918","2026-01-13 11:33:42","3","1","2337","1785"
"5919","2026-01-13 11:33:42","9","0","1973","569"
"5920","2026-01-13 11:33:42","6","1","550","614"
"5921","2026-01-13 11:33:42","6","1","2062","1179"
"5922","2026-01-13 11:33:42","9","1","2600","1297"
"5923","2026-01-13 11:33:42","3","1","1530","2439"
"5924","2026-01-13 11:33:42","6","1","762","1658"
"5925","2026-01-13 11:33:42","10","0","599","1155"
"5926","2026-01-13 11:33:42","2","1","230","1849"
"5927","2026-01-13 11:33:42","4","1","430","496"
"5928","2026-01-13 11:33:42","6","1","2064","272"
"5929","2026-01-13 11:33:42","3","0","2978","3132"
"5930","2026-01-13 11:33:42","1","1","976","2188"
"5931","2026-01-13 11:33:42","10","1","71","3227"
"5932","2026-01-13 11:33:42","4","1","1854","2835"
"5933","2026-01-13 11:33:42","1","0","251","938"
"5934","2026-01-13 11:33:42","1","1","2484","1848"
"5935","2026-01-13 11:33:42","3","1","1592","1122"
"5936","2026-01-13 11:33:42","8","1","1495","1746"
"5937","2026-01-13 11:33:42","2","1","469","1095"
"5938","2026-01-13 11:33:42","8","1","3068","845"
"5939","2026-01-13 11:33:42","4","1","1049","917"
"5940","2026-01-13 11:33:42","10","1","1181","2609"
"5941","2026-01-13 11:33:42","6","1","3236","470"
"5942","2026-01-13 11:33:42","3","1","1044","3174"
"5943","2026-01-13 11:33:42","9","1","2650","729"
"5944","2026-01-13 11:33:42","4","1","1011","2865"
"5945","2026-01-13 11:33:42","9","1","2087","191"
"5946","2026-01-13 11:33:42","3","1","366","3164"
"5947","2026-01-13 11:33:42","9","1","3103","3154"
"5948","2026-01-13 11:33:42","7","1","1467","2160"
"5949","2026-01-13 11:33:42","3","1","1696","1947"
"5950","2026-01-13 11:33:42","8","1","2981","2754"
"5951","2026-01-13 11:33:42","7","1","1541","91"
"5952","2026-01-13 11:33:42","4","1","294","1459"
"5953","2026-01-13 11:33:42","7","0","2521","2885"
"5954","2026-01-13 11:33:42","10","1","1013","1437"
"5955","2026-01-13 11:33:42","8","1","3016","2472"
"5956","2026-01-13 11:33:42","6","1","2398","1261"
"5957","2026-01-13 11:33:42","8","1","1499","2199"
"5958","2026-01-13 11:33:42","10","1","3239","1893"
"5959","2026-01-13 11:33:42","8","1","2753","1230"
"5960","2026-01-13 11:33:42","9","0","1827","1833"
"5961","2026-01-13 11:33:42","5","0","179","2159"
"5962","2026-01-13 11:33:42","4","0","3283","1983"
"5963","2026-01-13 11:33:42","7","1","1697","2016"
"5964","2026-01-13 11:33:42","4","1","2822","772"
"5965","2026-01-13 11:33:42","1","1","429","1510"
"5966","2026-01-13 11:33:42","4","1","1814","2041"
"5967","2026-01-13 11:33:42","2","1","819","1031"
"5968","2026-01-13 11:33:42","4","1","573","1660"
"5969","2026-01-13 11:33:42","2","1","3234","2384"
"5970","2026-01-13 11:33:42","9","0","3006","3236"
"5971","2026-01-13 11:33:42","6","0","2365","182"
"5972","2026-01-13 11:33:42","7","0","1130","109"
"5973","2026-01-13 11:33:42","3","1","2422","2448"
"5974","2026-01-13 11:33:42","7","1","2685","862"
"5975","2026-01-13 11:33:42","6","1","1316","532"
"5976","2026-01-13 11:33:42","2","1","394","2714"
"5977","2026-01-13 11:33:42","10","1","1830","1087"
"5978","2026-01-13 11:33:42","8","1","2481","3013"
"5979","2026-01-13 11:33:42","3","1","2529","2071"
"5980","2026-01-13 11:33:42","3","1","3126","2776"
"5981","2026-01-13 11:33:42","10","1","726","1092"
"5982","2026-01-13 11:33:42","6","0","2432","2799"
"5983","2026-01-13 11:33:42","10","1","2026","1525"
"5984","2026-01-13 11:33:42","1","1","1182","3080"
"5985","2026-01-13 11:33:42","8","1","1279","2954"
"5986","2026-01-13 11:33:42","6","1","2894","386"
"5987","2026-01-13 11:33:42","10","1","2293","2914"
"5988","2026-01-13 11:33:42","9","1","2101","1404"
"5989","2026-01-13 11:33:42","5","0","1410","2241"
"5990","2026-01-13 11:33:42","2","1","3222","1617"
"5991","2026-01-13 11:33:42","3","1","933","2953"
"5992","2026-01-13 11:33:42","9","1","2324","2017"
"5993","2026-01-13 11:33:42","2","1","1564","2609"
"5994","2026-01-13 11:33:42","1","1","1301","1354"
"5995","2026-01-13 11:33:42","4","1","2804","3172"
"5996","2026-01-13 11:33:42","6","1","2968","1650"
"5997","2026-01-13 11:33:42","6","1","873","2351"
"5998","2026-01-13 11:33:42","7","1","2362","2616"
"5999","2026-01-13 11:33:42","9","0","2668","281"
"6000","2026-01-13 11:33:42","6","0","577","1083"
"6001","2026-01-13 11:33:42","4","1","1506","1990"
"6002","2026-01-13 11:33:42","3","1","2975","1312"
"6003","2026-01-13 11:33:42","6","1","1631","2098"
"6004","2026-01-13 11:33:42","3","1","1634","3117"
"6005","2026-01-13 11:33:42","9","0","1586","2415"
"6006","2026-01-13 11:33:42","1","1","1402","2333"
"6007","2026-01-13 11:33:42","8","1","2445","1329"
"6008","2026-01-13 11:33:42","10","1","1573","159"
"6009","2026-01-13 11:33:42","7","1","1288","65"
"6010","2026-01-13 11:33:42","7","1","1091","2508"
"6011","2026-01-13 11:33:42","10","1","2929","1541"
"6012","2026-01-13 11:33:42","5","1","3079","2163"
"6013","2026-01-13 11:33:42","5","1","2248","384"
"6014","2026-01-13 11:33:42","2","1","1468","3140"
"6015","2026-01-13 11:33:42","9","1","1385","2429"
"6016","2026-01-13 11:33:43","7","1","2723","2259"
"6017","2026-01-13 11:33:43","3","1","1606","1433"
"6018","2026-01-13 11:33:43","2","1","115","1614"
"6019","2026-01-13 11:33:43","3","1","2428","778"
"6020","2026-01-13 11:33:43","5","1","282","2685"
"6021","2026-01-13 11:33:43","9","1","3152","1224"
"6022","2026-01-13 11:33:43","4","0","1595","2354"
"6023","2026-01-13 11:33:43","6","1","1694","1548"
"6024","2026-01-13 11:33:43","4","1","1872","124"
"6025","2026-01-13 11:33:43","5","0","1521","354"
"6026","2026-01-13 11:33:43","9","0","3240","1285"
"6027","2026-01-13 11:33:43","1","1","1521","1960"
"6028","2026-01-13 11:33:43","4","1","2467","1431"
"6029","2026-01-13 11:33:43","3","1","3076","1983"
"6030","2026-01-13 11:33:43","5","1","1982","819"
"6031","2026-01-13 11:33:43","6","0","382","339"
"6032","2026-01-13 11:33:43","8","1","355","3235"
"6033","2026-01-13 11:33:43","2","1","599","2102"
"6034","2026-01-13 11:33:43","7","0","113","2147"
"6035","2026-01-13 11:33:43","5","1","3244","2887"
"6036","2026-01-13 11:33:43","7","1","169","2943"
"6037","2026-01-13 11:33:43","2","1","1748","2118"
"6038","2026-01-13 11:33:43","9","1","2459","1203"
"6039","2026-01-13 11:33:43","3","1","1959","1073"
"6040","2026-01-13 11:33:43","4","1","2628","485"
"6041","2026-01-13 11:33:43","10","1","2621","2694"
"6042","2026-01-13 11:33:43","2","1","2873","1219"
"6043","2026-01-13 11:33:43","6","1","2892","3266"
"6044","2026-01-13 11:33:43","7","1","2672","1319"
"6045","2026-01-13 11:33:43","5","1","2254","1144"
"6046","2026-01-13 11:33:43","2","1","3267","2250"
"6047","2026-01-13 11:33:43","4","0","1401","2228"
"6048","2026-01-13 11:33:43","1","1","2506","1876"
"6049","2026-01-13 11:33:43","9","1","2753","2768"
"6050","2026-01-13 11:33:43","5","0","1244","763"
"6051","2026-01-13 11:33:43","4","1","312","563"
"6052","2026-01-13 11:33:43","7","0","2843","1132"
"6053","2026-01-13 11:33:43","6","1","3198","2571"
"6054","2026-01-13 11:33:43","2","1","3209","248"
"6055","2026-01-13 11:33:43","6","1","1733","59"
"6056","2026-01-13 11:33:43","1","0","1189","59"
"6057","2026-01-13 11:33:43","10","1","475","1979"
"6058","2026-01-13 11:33:43","1","1","3296","591"
"6059","2026-01-13 11:33:43","5","1","1927","2291"
"6060","2026-01-13 11:33:43","5","1","502","1324"
"6061","2026-01-13 11:33:43","6","1","2680","1918"
"6062","2026-01-13 11:33:43","3","0","1993","646"
"6063","2026-01-13 11:33:43","10","1","3134","2738"
"6064","2026-01-13 11:33:43","4","1","3316","199"
"6065","2026-01-13 11:33:43","3","1","80","3129"
"6066","2026-01-13 11:33:43","8","1","2003","414"
"6067","2026-01-13 11:33:43","9","1","469","1818"
"6068","2026-01-13 11:33:43","3","1","1790","44"
"6069","2026-01-13 11:33:43","9","1","2635","872"
"6070","2026-01-13 11:33:43","1","1","2215","2130"
"6071","2026-01-13 11:33:43","9","1","2838","3275"
"6072","2026-01-13 11:33:43","9","1","473","600"
"6073","2026-01-13 11:33:43","4","1","2385","319"
"6074","2026-01-13 11:33:43","9","1","2850","551"
"6075","2026-01-13 11:33:43","2","0","942","3237"
"6076","2026-01-13 11:33:43","10","1","2050","2304"
"6077","2026-01-13 11:33:43","2","1","200","1216"
"6078","2026-01-13 11:33:43","9","1","2362","524"
"6079","2026-01-13 11:33:43","3","0","521","1001"
"6080","2026-01-13 11:33:43","9","1","664","728"
"6081","2026-01-13 11:33:43","1","1","2000","1832"
"6082","2026-01-13 11:33:43","8","1","2066","2735"
"6083","2026-01-13 11:33:43","4","0","63","2823"
"6084","2026-01-13 11:33:43","2","1","752","237"
"6085","2026-01-13 11:33:43","7","0","2859","2509"
"6086","2026-01-13 11:33:43","1","1","3016","1459"
"6087","2026-01-13 11:33:43","5","1","2843","334"
"6088","2026-01-13 11:33:43","7","1","725","2872"
"6089","2026-01-13 11:33:43","4","1","1691","1504"
"6090","2026-01-13 11:33:43","1","1","1259","3133"
"6091","2026-01-13 11:33:43","10","0","1263","2821"
"6092","2026-01-13 11:33:43","5","1","1303","498"
"6093","2026-01-13 11:33:43","3","1","1306","2298"
"6094","2026-01-13 11:33:43","3","1","2163","1216"
"6095","2026-01-13 11:33:43","1","1","2744","813"
"6096","2026-01-13 11:33:43","1","1","2736","210"
"6097","2026-01-13 11:33:43","6","1","2678","2671"
"6098","2026-01-13 11:33:43","9","1","311","2457"
"6099","2026-01-13 11:33:43","9","1","2905","3012"
"6100","2026-01-13 11:33:43","6","1","1123","848"
"6101","2026-01-13 11:33:43","7","0","3063","3245"
"6102","2026-01-13 11:33:43","8","0","2837","1146"
"6103","2026-01-13 11:33:43","1","1","1598","37"
"6104","2026-01-13 11:33:43","4","1","1403","3135"
"6105","2026-01-13 11:33:43","9","1","1885","2323"
"6106","2026-01-13 11:33:43","10","1","2948","2910"
"6107","2026-01-13 11:33:43","8","0","1846","3185"
"6108","2026-01-13 11:33:43","8","1","772","30"
"6109","2026-01-13 11:33:43","6","1","1906","2285"
"6110","2026-01-13 11:33:43","8","1","1263","1283"
"6111","2026-01-13 11:33:43","10","1","1891","1589"
"6112","2026-01-13 11:33:43","3","0","2841","1073"
"6113","2026-01-13 11:33:43","3","1","1125","2630"
"6114","2026-01-13 11:33:43","6","1","2245","1618"
"6115","2026-01-13 11:33:43","3","1","2183","1833"
"6116","2026-01-13 11:33:43","4","1","50","844"
"6117","2026-01-13 11:33:43","7","1","230","1017"
"6118","2026-01-13 11:33:43","1","1","1428","374"
"6119","2026-01-13 11:33:43","10","1","1249","2510"
"6120","2026-01-13 11:33:43","1","1","2684","632"
"6121","2026-01-13 11:33:43","10","1","2837","3293"
"6122","2026-01-13 11:33:43","2","1","2285","1735"
"6123","2026-01-13 11:33:43","5","1","646","1568"
"6124","2026-01-13 11:33:43","1","0","2988","523"
"6125","2026-01-13 11:33:43","6","0","2450","2212"
"6126","2026-01-13 11:33:43","7","1","1734","2953"
"6127","2026-01-13 11:33:43","1","1","2748","210"
"6128","2026-01-13 11:33:44","3","1","1916","2711"
"6129","2026-01-13 11:33:44","7","1","1149","2995"
"6130","2026-01-13 11:33:44","7","1","2080","1062"
"6131","2026-01-13 11:33:44","2","0","281","1577"
"6132","2026-01-13 11:33:44","9","1","1276","1601"
"6133","2026-01-13 11:33:44","7","1","1277","1428"
"6134","2026-01-13 11:33:44","3","1","1366","55"
"6135","2026-01-13 11:33:44","1","0","1729","3154"
"6136","2026-01-13 11:33:44","7","1","2176","525"
"6137","2026-01-13 11:33:44","3","1","2939","1288"
"6138","2026-01-13 11:33:44","4","1","1742","2606"
"6139","2026-01-13 11:33:44","9","1","2583","2654"
"6140","2026-01-13 11:33:44","8","1","1638","2601"
"6141","2026-01-13 11:33:44","4","1","2350","439"
"6142","2026-01-13 11:33:44","6","1","3253","3056"
"6143","2026-01-13 11:33:44","3","1","2210","2458"
"6144","2026-01-13 11:33:44","7","1","982","2132"
"6145","2026-01-13 11:33:44","9","1","1087","2229"
"6146","2026-01-13 11:33:44","5","1","23","1908"
"6147","2026-01-13 11:33:44","8","1","3051","380"
"6148","2026-01-13 11:33:44","2","1","1344","2307"
"6149","2026-01-13 11:33:44","5","0","421","349"
"6150","2026-01-13 11:33:44","5","0","2013","2659"
"6151","2026-01-13 11:33:44","7","0","3089","531"
"6152","2026-01-13 11:33:44","7","0","3208","21"
"6153","2026-01-13 11:33:44","8","1","206","713"
"6154","2026-01-13 11:33:44","3","1","794","2857"
"6155","2026-01-13 11:33:44","9","1","2290","1988"
"6156","2026-01-13 11:33:44","1","1","1050","427"
"6157","2026-01-13 11:33:44","10","1","1226","1891"
"6158","2026-01-13 11:33:44","6","1","2076","734"
"6159","2026-01-13 11:33:44","6","1","2730","1949"
"6160","2026-01-13 11:33:44","2","0","1622","2339"
"6161","2026-01-13 11:33:44","7","1","1773","848"
"6162","2026-01-13 11:33:44","8","1","149","1269"
"6163","2026-01-13 11:33:44","3","1","731","3265"
"6164","2026-01-13 11:33:44","7","1","1922","353"
"6165","2026-01-13 11:33:44","10","1","3283","2987"
"6166","2026-01-13 11:33:44","7","1","409","2644"
"6167","2026-01-13 11:33:44","7","1","880","1613"
"6168","2026-01-13 11:33:44","10","0","1874","2475"
"6169","2026-01-13 11:33:44","1","1","1421","1430"
"6170","2026-01-13 11:33:44","9","0","2101","46"
"6171","2026-01-13 11:33:44","5","1","2326","3169"
"6172","2026-01-13 11:33:44","9","0","899","3322"
"6173","2026-01-13 11:33:44","9","1","2990","2774"
"6174","2026-01-13 11:33:44","1","1","2815","2237"
"6175","2026-01-13 11:33:44","1","1","48","2612"
"6176","2026-01-13 11:33:44","8","1","1663","1399"
"6177","2026-01-13 11:33:44","2","1","3103","1378"
"6178","2026-01-13 11:33:44","6","1","2779","2581"
"6179","2026-01-13 11:33:44","6","1","1810","404"
"6180","2026-01-13 11:33:44","3","0","2272","2798"
"6181","2026-01-13 11:33:44","2","0","2535","239"
"6182","2026-01-13 11:33:44","4","1","2013","1731"
"6183","2026-01-13 11:33:44","10","1","1584","929"
"6184","2026-01-13 11:33:44","7","0","301","1522"
"6185","2026-01-13 11:33:44","8","1","1380","1"
"6186","2026-01-13 11:33:44","10","1","2290","192"
"6187","2026-01-13 11:33:44","3","0","368","2261"
"6188","2026-01-13 11:33:44","6","1","537","3329"
"6189","2026-01-13 11:33:44","5","0","809","1832"
"6190","2026-01-13 11:33:44","10","1","660","2116"
"6191","2026-01-13 11:33:44","1","1","800","706"
"6192","2026-01-13 11:33:44","9","1","940","766"
"6193","2026-01-13 11:33:44","6","1","738","2094"
"6194","2026-01-13 11:33:44","9","0","243","2873"
"6195","2026-01-13 11:33:44","5","1","197","2322"
"6196","2026-01-13 11:33:44","8","1","941","305"
"6197","2026-01-13 11:33:44","3","1","198","3206"
"6198","2026-01-13 11:33:44","1","0","1541","1658"
"6199","2026-01-13 11:33:44","4","1","2492","2361"
"6200","2026-01-13 11:33:44","9","0","3123","1952"
"6201","2026-01-13 11:33:44","7","0","2646","1604"
"6202","2026-01-13 11:33:44","6","0","1105","2043"
"6203","2026-01-13 11:33:44","8","0","1181","775"
"6204","2026-01-13 11:33:44","5","0","2280","107"
"6205","2026-01-13 11:33:44","6","1","3017","623"
"6206","2026-01-13 11:33:44","4","1","57","1600"
"6207","2026-01-13 11:33:44","4","1","1554","1414"
"6208","2026-01-13 11:33:44","9","1","1764","2093"
"6209","2026-01-13 11:33:44","9","1","2407","3280"
"6210","2026-01-13 11:33:44","2","1","2696","2010"
"6211","2026-01-13 11:33:44","5","1","2990","293"
"6212","2026-01-13 11:33:44","2","0","482","965"
"6213","2026-01-13 11:33:44","5","1","3137","394"
"6214","2026-01-13 11:33:44","5","1","318","133"
"6215","2026-01-13 11:33:44","2","0","1633","374"
"6216","2026-01-13 11:33:44","2","1","1006","553"
"6217","2026-01-13 11:33:44","1","1","2774","2661"
"6218","2026-01-13 11:33:44","10","1","3105","1356"
"6219","2026-01-13 11:33:44","2","1","465","2614"
"6220","2026-01-13 11:33:44","10","1","1046","248"
"6221","2026-01-13 11:33:44","8","1","1114","2989"
"6222","2026-01-13 11:33:44","2","0","432","1680"
"6223","2026-01-13 11:33:44","5","0","1085","654"
"6224","2026-01-13 11:33:44","5","1","490","1464"
"6225","2026-01-13 11:33:44","4","1","51","2360"
"6226","2026-01-13 11:33:44","8","1","868","851"
"6227","2026-01-13 11:33:44","8","1","195","556"
"6228","2026-01-13 11:33:44","4","1","3246","1667"
"6229","2026-01-13 11:33:44","5","1","789","3331"
"6230","2026-01-13 11:33:44","5","1","1061","948"
"6231","2026-01-13 11:33:44","2","1","34","2010"
"6232","2026-01-13 11:33:44","9","0","2090","2618"
"6233","2026-01-13 11:33:44","8","0","789","1858"
"6234","2026-01-13 11:33:44","4","1","1100","1710"
"6235","2026-01-13 11:33:44","2","0","3210","2671"
"6236","2026-01-13 11:33:44","8","1","1893","956"
"6237","2026-01-13 11:33:44","7","1","2517","1362"
"6238","2026-01-13 11:33:44","8","1","3240","2925"
"6239","2026-01-13 11:33:44","8","1","684","2847"
"6240","2026-01-13 11:33:44","4","1","1975","2763"
"6241","2026-01-13 11:33:44","9","1","2092","340"
"6242","2026-01-13 11:33:44","8","1","856","2670"
"6243","2026-01-13 11:33:44","4","1","543","1641"
"6244","2026-01-13 11:33:44","3","1","106","3292"
"6245","2026-01-13 11:33:44","5","1","2421","2929"
"6246","2026-01-13 11:33:44","7","0","1764","1145"
"6247","2026-01-13 11:33:44","2","1","2349","2223"
"6248","2026-01-13 11:33:44","9","0","2827","3116"
"6249","2026-01-13 11:33:44","3","1","2729","1899"
"6250","2026-01-13 11:33:44","3","0","277","2196"
"6251","2026-01-13 11:33:44","7","1","351","2608"
"6252","2026-01-13 11:33:44","6","1","1277","38"
"6253","2026-01-13 11:33:44","7","0","2667","1619"
"6254","2026-01-13 11:33:44","10","1","1170","2306"
"6255","2026-01-13 11:33:44","2","1","1828","2943"
"6256","2026-01-13 11:33:44","5","1","2221","2492"
"6257","2026-01-13 11:33:44","10","1","216","3175"
"6258","2026-01-13 11:33:44","9","1","692","301"
"6259","2026-01-13 11:33:44","10","1","2976","2783"
"6260","2026-01-13 11:33:44","6","0","1339","244"
"6261","2026-01-13 11:33:44","3","1","1467","1490"
"6262","2026-01-13 11:33:44","6","1","1361","1170"
"6263","2026-01-13 11:33:44","3","1","1281","460"
"6264","2026-01-13 11:33:44","4","0","2461","2939"
"6265","2026-01-13 11:33:44","1","1","121","703"
"6266","2026-01-13 11:33:44","1","1","2073","2788"
"6267","2026-01-13 11:33:44","4","1","1332","2632"
"6268","2026-01-13 11:33:44","5","1","2158","332"
"6269","2026-01-13 11:33:44","5","1","2382","482"
"6270","2026-01-13 11:33:44","3","1","1964","1827"
"6271","2026-01-13 11:33:44","10","1","615","866"
"6272","2026-01-13 11:33:44","5","1","1644","2097"
"6273","2026-01-13 11:33:44","4","1","680","2331"
"6274","2026-01-13 11:33:44","2","1","3211","2823"
"6275","2026-01-13 11:33:44","10","1","2908","2729"
"6276","2026-01-13 11:33:44","10","1","668","746"
"6277","2026-01-13 11:33:44","10","0","124","1436"
"6278","2026-01-13 11:33:44","6","1","1550","1902"
"6279","2026-01-13 11:33:44","3","1","1695","2709"
"6280","2026-01-13 11:33:44","2","1","2212","1831"
"6281","2026-01-13 11:33:44","10","1","1281","1768"
"6282","2026-01-13 11:33:44","2","0","103","1454"
"6283","2026-01-13 11:33:44","7","1","1351","2079"
"6284","2026-01-13 11:33:44","6","1","1685","1995"
"6285","2026-01-13 11:33:44","6","0","1656","2427"
"6286","2026-01-13 11:33:44","1","0","1322","910"
